week,sector_name,lat,long,azimuth,zone,post_code,state,total_score,national_overview,post_code_overview,area_experience_state_rank,area_experience_post_code_rank,average_customer_experience_state,average_customer_experience_post_code,state_area_experience_base_rank,post_code_area_experience_base_rank,crowd_post_code_score,complaint_post_code_score,complaint_data_post_code_score,complaint_voice_post_code_score,addtional_post_code_score,crowd_state_score,complaint_state_score,complaint_data_state_score,complaint_voice_state_score,addtional_state_score,benchmark_area_post_code,tpg_total_post_code_score,optus_total_post_code_score,telstra_total_post_code_score,benchmark_area_state,tpg_total_state_score,optus_total_state_score,telstra_total_state_score,usage_pattern_post_code,usage_pattern_state,total_#_of_churned_users_sector,total_#_of_churned_users_post_code,total_#_of_churned_users_state,total_#_of_churned_users_sector_acumulated,total_#_of_churned_users_post_code_acumulated,total_#_of_churned_users_state_acumulated,user_count_per_sector,user_count_per_post_code,user_count_per_state,churned_ratio_post_code,churned_ratio_state,churned_ratio_post_code_accumulated,churned_ratio_state_accumulated,total_complaints_per_post_code,total_complaints_per_state,total_complaints_per_sector,quality,accessibility,capacity,eea_integrity,unique_integrity,netscout_integrity,ran_integrity,crowd_integrity
24/03/2025,505701_1,-12.46072,130.83859,120,Zone2,800,NT,78,Green,Green,90,83,88,89,91,76,75,100,100,100,80,75,100,100,100,80,50,65,70,65,100,65,65,65,Normal Data User,Normal Data User,1,3,10,3,28,161,9327,17625,58537,0.017021277,0.017083212,0.158865248,0.275039718,-,-,-,70,86,57,1,1,1,1,1
24/03/2025,505701_2,-12.46072,130.83859,240,Zone2,800,NT,76,Green,Green,90,83,88,89,91,76,75,100,100,100,80,75,100,100,100,80,50,65,70,65,100,65,65,65,Normal Data User,Normal Data User,-,3,10,3,28,161,7731,17625,58537,0.017021277,0.017083212,0.158865248,0.275039718,-,-,-,72,87,65,1,1,1,1,1
24/03/2025,505701_3,-12.46072,130.83859,0,Zone2,800,NT,77,Green,Green,90,83,88,89,91,76,75,100,100,100,80,75,100,100,100,80,50,65,70,65,100,65,65,65,Normal Data User,Normal Data User,-,3,10,-,28,161,6707,17625,58537,0.017021277,0.017083212,0.158865248,0.275039718,-,-,-,72,87,62,1,1,1,1,1
24/03/2025,505716_1,-12.4651,130.8425,120,Zone2,800,NT,73,Green,Green,90,83,88,89,91,76,75,100,100,100,80,75,100,100,100,80,50,65,70,65,100,65,65,65,Normal Data User,Normal Data User,-,3,10,1,28,161,6473,17625,58537,0.017021277,0.017083212,0.158865248,0.275039718,-,-,-,80,90,75,1,1,1,1,1
24/03/2025,505716_2,-12.4651,130.8425,240,Zone2,800,NT,80,Green,Green,90,83,88,89,91,76,75,100,100,100,80,75,100,100,100,80,50,65,70,65,100,65,65,65,Normal Data User,Normal Data User,-,3,10,-,28,161,2447,17625,58537,0.017021277,0.017083212,0.158865248,0.275039718,-,-,-,88,88,88,1,1,1,1,1
24/03/2025,505716_3,-12.4651,130.8425,0,Zone2,800,NT,79,Green,Green,90,83,88,89,91,76,75,100,100,100,80,75,100,100,100,80,50,65,70,65,100,65,65,65,Normal Data User,Normal Data User,-,3,10,2,28,161,6563,17625,58537,0.017021277,0.017083212,0.158865248,0.275039718,-,-,-,89,89,59,1,1,1,1,1
24/03/2025,558304_1,-12.4655,130.8471,120,Zone2,800,NT,83,Green,Green,90,83,88,89,91,76,75,100,100,100,80,75,100,100,100,80,50,65,70,65,100,65,65,65,Normal Data User,Normal Data User,-,3,10,-,28,161,6091,17625,58537,0.017021277,0.017083212,0.158865248,0.275039718,-,-,-,60,100,70,1,1,1,1,1
24/03/2025,558304_2,-12.4655,130.8471,240,Zone2,800,NT,77,Green,Green,90,83,88,89,91,76,75,100,100,100,80,75,100,100,100,80,50,65,70,65,100,65,65,65,Normal Data User,Normal Data User,-,3,10,1,28,161,1726,17625,58537,0.017021277,0.017083212,0.158865248,0.275039718,-,-,-,80,100,100,1,1,1,1,1
24/03/2025,558304_3,-12.4655,130.8471,0,Zone2,800,NT,73,Green,Green,90,83,88,89,91,76,75,100,100,100,80,75,100,100,100,80,50,65,70,65,100,65,65,65,Normal Data User,Normal Data User,-,3,10,5,28,161,2008,17625,58537,0.017021277,0.017083212,0.158865248,0.275039718,-,-,-,80,100,70,1,1,1,1,1
24/03/2025,558318_1,-12.46354234,130.8436801,120,Zone2,800,NT,82,Green,Green,90,83,88,89,91,76,75,100,100,100,80,75,100,100,100,80,50,65,70,65,100,65,65,65,Normal Data User,Normal Data User,-,3,10,1,28,161,5144,17625,58537,0.017021277,0.017083212,0.158865248,0.275039718,-,-,-,60,100,80,1,1,1,1,1
24/03/2025,558318_2,-12.46354234,130.8436801,240,Zone2,800,NT,75,Green,Green,90,83,88,89,91,76,75,100,100,100,80,75,100,100,100,80,50,65,70,65,100,65,65,65,Normal Data User,Normal Data User,-,3,10,2,28,161,3395,17625,58537,0.017021277,0.017083212,0.158865248,0.275039718,-,-,-,60,100,90,1,1,1,1,1
24/03/2025,558318_3,-12.46354234,130.8436801,0,Zone2,800,NT,80,Green,Green,90,83,88,89,91,76,75,100,100,100,80,75,100,100,100,80,50,65,70,65,100,65,65,65,Normal Data User,Normal Data User,-,3,10,2,28,161,7022,17625,58537,0.017021277,0.017083212,0.158865248,0.275039718,-,-,-,60,100,50,1,1,1,1,1
24/03/2025,580038_1,-12.45898721,130.8369061,120,Zone2,800,NT,82,Green,Green,90,83,88,89,91,76,75,100,100,100,80,75,100,100,100,80,50,65,70,65,100,65,65,65,Normal Data User,Normal Data User,-,3,10,3,28,161,7491,17625,58537,0.017021277,0.017083212,0.158865248,0.275039718,-,-,-,80,100,60,1,1,1,1,1
24/03/2025,580038_2,-12.45898721,130.8369061,240,Zone2,800,NT,76,Green,Green,90,83,88,89,91,76,75,100,100,100,80,75,100,100,100,80,50,65,70,65,100,65,65,65,Normal Data User,Normal Data User,-,3,10,1,28,161,6160,17625,58537,0.017021277,0.017083212,0.158865248,0.275039718,-,-,-,80,100,60,1,1,1,1,1
24/03/2025,580038_3,-12.45898721,130.8369061,0,Zone2,800,NT,79,Green,Green,90,83,88,89,91,76,75,100,100,100,80,75,100,100,100,80,50,65,70,65,100,65,65,65,Normal Data User,Normal Data User,2,3,10,4,28,161,6405,17625,58537,0.017021277,0.017083212,0.158865248,0.275039718,-,-,-,80,100,50,1,1,1,1,1
24/03/2025,505704_1,-12.38376,130.85708,120,Zone2,810,NT,81,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,-,42,161,5716,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,80,100,80,1,1,1,1,1
24/03/2025,505704_2,-12.38376,130.85708,240,Zone2,810,NT,81,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,-,42,161,8448,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,60,100,50,1,1,1,1,1
24/03/2025,505704_3,-12.38376,130.85708,0,Zone2,810,NT,76,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,3,42,161,4514,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,80,100,30,1,1,1,1,1
24/03/2025,505709_1,-12.35583,130.88167,120,Zone2,810,NT,80,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,2,2,10,7,42,161,5671,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,80,100,60,1,1,1,1,1
24/03/2025,505709_2,-12.35583,130.88167,240,Zone2,810,NT,84,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,3,42,161,5489,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,80,100,70,1,1,1,1,1
24/03/2025,505713_1,-12.37569,130.88187,120,Zone2,810,NT,76,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,1,42,161,7484,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,87,88,59,1,1,1,1,1
24/03/2025,505713_2,-12.37569,130.88187,240,Zone2,810,NT,82,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,1,42,161,6211,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,86,87,74,1,1,1,1,1
24/03/2025,505713_3,-12.37569,130.88187,0,Zone2,810,NT,75,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,7,42,161,8088,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,85,86,56,1,1,1,1,1
24/03/2025,505719_1,-12.40055,130.85414,120,Zone2,810,NT,80,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,3,42,161,7584,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,85,86,85,1,1,1,1,1
24/03/2025,505719_2,-12.40055,130.85414,240,Zone2,810,NT,80,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,-,42,161,7966,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,86,87,84,1,1,1,1,1
24/03/2025,505719_3,-12.40055,130.85414,0,Zone2,810,NT,79,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,1,42,161,5057,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,87,88,68,1,1,1,1,1
24/03/2025,505729_1,-12.372949,130.881831,120,Zone2,810,NT,76,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,-,42,161,3136,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,80,89,90,1,1,1,1,1
24/03/2025,505732_1,-12.3867,130.885,120,Zone2,810,NT,75,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,3,42,161,8248,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,84,85,71,1,1,1,1,1
24/03/2025,505732_2,-12.3867,130.885,240,Zone2,810,NT,78,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,-,42,161,5976,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,84,84,88,1,1,1,1,1
24/03/2025,505732_3,-12.3867,130.885,0,Zone2,810,NT,75,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,1,42,161,9591,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,87,88,63,1,1,1,1,1
24/03/2025,558302_1,-12.3739,130.8674,120,Zone2,810,NT,79,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,2,42,161,5137,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,80,100,60,1,1,1,1,1
24/03/2025,558302_2,-12.3739,130.8674,240,Zone2,810,NT,79,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,2,42,161,6706,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,80,100,50,1,1,1,1,1
24/03/2025,558302_3,-12.3739,130.8674,0,Zone2,810,NT,78,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,2,42,161,3142,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,60,100,40,1,1,1,1,1
24/03/2025,558314_1,-12.3931,130.8693,120,Zone2,810,NT,84,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,-,42,161,2833,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,100,100,80,1,1,1,1,1
24/03/2025,558314_2,-12.3931,130.8693,240,Zone2,810,NT,80,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,1,42,161,4811,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,80,100,50,1,1,1,1,1
24/03/2025,558314_3,-12.3931,130.8693,0,Zone2,810,NT,78,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,2,42,161,5595,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,80,100,70,1,1,1,1,1
24/03/2025,558315_1,-12.3893,130.8491,120,Zone2,810,NT,82,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,-,42,161,4863,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,80,100,70,1,1,1,1,1
24/03/2025,558315_2,-12.3893,130.8491,240,Zone2,810,NT,77,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,3,42,161,4448,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,80,100,70,1,1,1,1,1
24/03/2025,558315_3,-12.3893,130.8491,0,Zone2,810,NT,81,Green,Green,90,87,88,89,91,85,55,100,100,100,80,75,100,100,100,80,100,70,65,65,100,65,65,65,Normal Data User,Normal Data User,-,2,10,-,42,161,2596,22981,58537,0.008702841,0.017083212,0.182759671,0.275039718,-,-,-,80,100,80,1,1,1,1,1
24/03/2025,505702_1,-12.39844,130.88957,120,Zone2,812,NT,79,Green,Green,90,78,88,89,91,68,50,100,100,100,80,75,100,100,100,80,50,65,60,65,100,65,65,65,Normal Data User,Normal Data User,-,1,10,-,14,161,4019,17639,58537,0.005669256,0.017083212,0.079369579,0.275039718,-,-,-,84,85,88,1,1,1,1,1
24/03/2025,505702_2,-12.39844,130.88957,240,Zone2,812,NT,75,Green,Green,90,78,88,89,91,68,50,100,100,100,80,75,100,100,100,80,50,65,60,65,100,65,65,65,Normal Data User,Normal Data User,-,1,10,1,14,161,2695,17639,58537,0.005669256,0.017083212,0.079369579,0.275039718,-,-,-,94,94,59,1,1,1,1,1
24/03/2025,505702_3,-12.39844,130.88957,0,Zone2,812,NT,81,Green,Green,90,78,88,89,91,68,50,100,100,100,80,75,100,100,100,80,50,65,60,65,100,65,65,65,Normal Data User,Normal Data User,-,1,10,-,14,161,4718,17639,58537,0.005669256,0.017083212,0.079369579,0.275039718,-,-,-,88,89,88,1,1,1,1,1
24/03/2025,505734_1,-12.40377,130.90959,120,Zone2,812,NT,82,Green,Green,90,78,88,89,91,68,50,100,100,100,80,75,100,100,100,80,50,65,60,65,100,65,65,65,Normal Data User,Normal Data User,-,1,10,1,14,161,5411,17639,58537,0.005669256,0.017083212,0.079369579,0.275039718,-,-,-,86,86,74,1,1,1,1,1
24/03/2025,505734_2,-12.40377,130.90959,240,Zone2,812,NT,81,Green,Green,90,78,88,89,91,68,50,100,100,100,80,75,100,100,100,80,50,65,60,65,100,65,65,65,Normal Data User,Normal Data User,-,1,10,-,14,161,5374,17639,58537,0.005669256,0.017083212,0.079369579,0.275039718,-,-,-,83,84,90,1,1,1,1,1
24/03/2025,505734_3,-12.40377,130.90959,0,Zone2,812,NT,77,Green,Green,90,78,88,89,91,68,50,100,100,100,80,75,100,100,100,80,50,65,60,65,100,65,65,65,Normal Data User,Normal Data User,-,1,10,1,14,161,5536,17639,58537,0.005669256,0.017083212,0.079369579,0.275039718,-,-,-,85,86,85,1,1,1,1,1
24/03/2025,558301_1,-12.4152,130.9192,120,Zone2,812,NT,84,Green,Green,90,78,88,89,91,68,50,100,100,100,80,75,100,100,100,80,50,65,60,65,100,65,65,65,Normal Data User,Normal Data User,-,1,10,1,14,161,4666,17639,58537,0.005669256,0.017083212,0.079369579,0.275039718,-,-,-,80,100,90,1,1,1,1,1
24/03/2025,558301_2,-12.4152,130.9192,240,Zone2,812,NT,81,Green,Green,90,78,88,89,91,68,50,100,100,100,80,75,100,100,100,80,50,65,60,65,100,65,65,65,Normal Data User,Normal Data User,-,1,10,-,14,161,3365,17639,58537,0.005669256,0.017083212,0.079369579,0.275039718,-,-,-,80,100,90,1,1,1,1,1
24/03/2025,558301_3,-12.4152,130.9192,0,Zone2,812,NT,78,Green,Green,90,78,88,89,91,68,50,100,100,100,80,75,100,100,100,80,50,65,60,65,100,65,65,65,Normal Data User,Normal Data User,-,1,10,-,14,161,1953,17639,58537,0.005669256,0.017083212,0.079369579,0.275039718,-,-,-,80,100,100,1,1,1,1,1
24/03/2025,558303_1,-12.4053,130.8793,120,Zone2,812,NT,80,Green,Green,90,78,88,89,91,68,50,100,100,100,80,75,100,100,100,80,50,65,60,65,100,65,65,65,Normal Data User,Normal Data User,-,1,10,1,14,161,5880,17639,58537,0.005669256,0.017083212,0.079369579,0.275039718,-,-,-,80,100,60,1,1,1,1,1
24/03/2025,558303_2,-12.4053,130.8793,240,Zone2,812,NT,80,Green,Green,90,78,88,89,91,68,50,100,100,100,80,75,100,100,100,80,50,65,60,65,100,65,65,65,Normal Data User,Normal Data User,-,1,10,-,14,161,4111,17639,58537,0.005669256,0.017083212,0.079369579,0.275039718,-,-,-,80,100,80,1,1,1,1,1
24/03/2025,558303_3,-12.4053,130.8793,0,Zone2,812,NT,69,Green,Green,90,78,88,89,91,68,50,100,100,100,80,75,100,100,100,80,50,65,60,65,100,65,65,65,Normal Data User,Normal Data User,-,1,10,1,14,161,2875,17639,58537,0.005669256,0.017083212,0.079369579,0.275039718,-,-,-,80,100,80,1,1,1,1,0
24/03/2025,558312_1,-12.37106,130.90663,120,Zone2,812,NT,82,Green,Green,90,78,88,89,91,68,50,100,100,100,80,75,100,100,100,80,50,65,60,65,100,65,65,65,Normal Data User,Normal Data User,-,1,10,-,14,161,4989,17639,58537,0.005669256,0.017083212,0.079369579,0.275039718,-,-,-,60,100,80,1,1,1,1,1
24/03/2025,558312_2,-12.37106,130.90663,240,Zone2,812,NT,78,Green,Green,90,78,88,89,91,68,50,100,100,100,80,75,100,100,100,80,50,65,60,65,100,65,65,65,Normal Data User,Normal Data User,1,1,10,3,14,161,6422,17639,58537,0.005669256,0.017083212,0.079369579,0.275039718,-,-,-,60,100,50,1,1,1,1,1
24/03/2025,558312_3,-12.37106,130.90663,0,Zone2,812,NT,77,Green,Green,90,78,88,89,91,68,50,100,100,100,80,75,100,100,100,80,50,65,60,65,100,65,65,65,Normal Data User,Normal Data User,-,1,10,5,14,161,5007,17639,58537,0.005669256,0.017083212,0.079369579,0.275039718,-,-,-,60,100,30,1,1,1,1,1
24/03/2025,505703_1,-12.433994,130.852727,120,Zone2,820,NT,82,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,4,20,161,8899,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,84,84,65,1,1,1,1,1
24/03/2025,505703_2,-12.433994,130.852727,240,Zone2,820,NT,81,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,4,20,161,9885,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,85,85,59,1,1,1,1,1
24/03/2025,505703_3,-12.433994,130.852727,0,Zone2,820,NT,80,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,2,20,161,9163,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,84,85,74,1,1,1,1,1
24/03/2025,505733_1,-12.4261,130.8773,120,Zone2,820,NT,82,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,-,20,161,2785,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,87,87,83,1,1,1,1,1
24/03/2025,505733_2,-12.4261,130.8773,240,Zone2,820,NT,81,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,-,20,161,5569,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,88,89,86,1,1,1,1,1
24/03/2025,505733_3,-12.4261,130.8773,0,Zone2,820,NT,81,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,-,20,161,7479,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,86,87,74,1,1,1,1,1
24/03/2025,558306_1,-12.4352,130.8419,120,Zone2,820,NT,78,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,1,20,161,5269,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,80,100,80,1,1,1,1,1
24/03/2025,558306_2,-12.4352,130.8419,240,Zone2,820,NT,80,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,-,20,161,6416,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,80,100,70,1,1,1,1,1
24/03/2025,558306_3,-12.4352,130.8419,0,Zone2,820,NT,82,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,-,20,161,3289,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,80,100,90,1,1,1,1,1
24/03/2025,558311_1,-12.451,130.8271,120,Zone2,820,NT,77,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,1,20,161,4016,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,60,100,80,1,1,1,1,1
24/03/2025,558311_2,-12.451,130.8271,240,Zone2,820,NT,81,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,-,20,161,4408,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,80,100,90,1,1,1,1,1
24/03/2025,558311_3,-12.451,130.8271,0,Zone2,820,NT,80,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,-,20,161,1683,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,80,100,80,1,1,1,1,1
24/03/2025,558313_1,-12.4242,130.8526,120,Zone2,820,NT,83,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,-,20,161,6303,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,60,100,60,1,1,1,1,1
24/03/2025,558313_2,-12.4242,130.8526,240,Zone2,820,NT,84,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,1,20,161,6604,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,80,100,70,1,1,1,1,1
24/03/2025,558313_3,-12.4242,130.8526,0,Zone2,820,NT,77,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,1,20,161,4037,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,60,100,60,1,1,1,1,1
24/03/2025,558316_1,-12.448,130.8398,120,Zone2,820,NT,76,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,1,20,161,7534,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,80,100,50,1,1,1,1,1
24/03/2025,558316_2,-12.448,130.8398,240,Zone2,820,NT,74,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,2,20,161,6822,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,80,100,40,1,1,1,1,1
24/03/2025,558316_3,-12.448,130.8398,0,Zone2,820,NT,81,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,2,20,161,6541,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,60,100,60,1,1,1,1,1
24/03/2025,558317_1,-12.4271,130.8995,120,Zone2,820,NT,86,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,-,20,161,3270,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,80,100,80,1,1,1,1,1
24/03/2025,558317_2,-12.4271,130.8995,240,Zone2,820,NT,78,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,-,20,161,3923,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,60,100,80,1,1,1,1,1
24/03/2025,558317_3,-12.4271,130.8995,0,Zone2,820,NT,80,Green,Green,90,82,88,89,91,74,70,100,100,100,80,75,100,100,100,80,50,70,70,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,1,20,161,4481,21207,58537,-,0.017083212,0.094308483,0.275039718,-,-,-,80,100,90,1,1,1,1,1
24/03/2025,505710_1,-12.38594,130.91213,120,Zone2,822,NT,77,Green,Green,90,72,88,90,91,55,55,100,100,100,80,75,100,100,100,80,0,55,65,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,1,4,161,4019,7189,58537,-,0.017083212,0.055640562,0.275039718,-,-,-,83,84,90,1,1,1,1,1
24/03/2025,505710_2,-12.38594,130.91213,240,Zone2,822,NT,74,Green,Green,90,72,88,90,91,55,55,100,100,100,80,75,100,100,100,80,0,55,65,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,1,4,161,4633,7189,58537,-,0.017083212,0.055640562,0.275039718,-,-,-,83,84,90,1,1,1,1,1
24/03/2025,505710_3,-12.38594,130.91213,0,Zone2,822,NT,82,Green,Green,90,72,88,90,91,55,55,100,100,100,80,75,100,100,100,80,0,55,65,60,100,65,65,65,Normal Data User,Normal Data User,-,-,10,2,4,161,4529,7189,58537,-,0.017083212,0.055640562,0.275039718,-,-,-,83,84,98,1,1,1,1,1
