week,user,device,subscription,tenure,state,post_code,customer_experience_rank,area_experience_state_rank,area_experience_post_code_rank,customer_base_rank(data+voice),customer_base_rank(data),probing_eea_customer,crowd_data_customer,complaint_data_customer,customer_base_rank(voice),probing_netscout_customer,crowd_voice_customer,complaint_voice_customer,sector_base_rank,ran_sector,probing_sector,crowd_sector,complaint_sector,additional_sector,probing_sector_eea,probing_sector_netscout,complaint_data_sector,complaint_voice_sector,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s1_score,s2_score,s3_score,s4_score,s5_score,s6_score,s7_score,s8_score,s9_score,s10_score,s1-duration_%,s2-duration_%,s3-duration_%,s4-duration_%,s5-duration_%,s6-duration_%,s7-duration_%,s8-duration_%,s9-duration_%,s10-duration_%,s1-ran,s2-ran,s3-ran,s4-ran,s5-ran,s6-ran,s7-ran,s8-ran,s9-ran,s10-ran,s1-probing_sector_eea,s2-probing_sector_eea,s3-probing_sector_eea,s4-probing_sector_eea,s5-probing_sector_eea,s6-probing_sector_eea,s7-probing_sector_eea,s8-probing_sector_eea,s9-probing_sector_eea,s10-probing_sector_eea,s1-probing_sector_netscout,s2-probing_sector_netscout,s3-probing_sector_netscout,s4-probing_sector_netscout,s5-probing_sector_netscout,s6-probing_sector_netscout,s7-probing_sector_netscout,s8-probing_sector_netscout,s9-probing_sector_netscout,s10-probing_sector_netscout,s1-crowd,s2-crowd,s3-crowd,s4-crowd,s5-crowd,s6-crowd,s7-crowd,s8-crowd,s9-crowd,s10-crowd,s1-complaint-voice,s2-complaint-voice,s3-complaint-voice,s4-complaint-voice,s5-complaint-voice,s6-complaint-voice,s7-complaint-voice,s8-complaint-voice,s9-complaint-voice,s10-complaint-voice,s1-complaint-data,s2-complaint-data,s3-complaint-data,s4-complaint-data,s5-complaint-data,s6-complaint-data,s7-complaint-data,s8-complaint-data,s9-complaint-data,s10-complaint-data,s1-churn_score,s2-churn_score,s3-churn_score,s4-churn_score,s5-churn_score,s6-churn_score,s7-churn_score,s8-churn_score,s9-churn_score,s10-churn_score,zone,user_usage_data_volume(gb),primary_data_usage_pattern_user,s1_usage_data_volume(gb),primary_data_usage_pattern_sector,s1_churned_users,s2_churned_users,s3_churned_users,s4_churned_users,s5_churned_users,s6_churned_users,s7_churned_users,s8_churned_users,s9_churned_users,s10_churned_users,s1_customer_eea,s2_customer_eea,s3_customer_eea,s4_customer_eea,s5_customer_eea,s6_customer_eea,s7_customer_eea,s8_customer_eea,s9_customer_eea,s10_customer_eea,total_call_by_user,worst_sec1,worst_sec2,worst_sec3,capacity_worst_sec1,accessibility_worst_sec1,quality_worst_sec1,capacity_worst_sec2,accessibility_worst_sec2,quality_worst_sec2,capacity_worst_sec3,accessibility_worst_sec3,quality_worst_sec3,s1_churn_ratio,s2_churn_ratio,s3_churn_ratio,s4_churn_ratio,s5_churn_ratio,s6_churn_ratio,s7_churn_ratio,s8_churn_ratio,s9_churn_ratio,s10_churn_ratio,s1_city,s10_city,s2_city,s3_city,s4_city,s5_city,s6_city,s7_city,s8_city,s9_city,worst_sec1_city,worst_sec2_city,worst_sec3_city,complaint_rfc_fault,s1_complaint_count,s2_complaint_count,s3_complaint_count,s4_complaint_count,s5_complaint_count,s6_complaint_count,s7_complaint_count,s8_complaint_count,s9_complaint_count,s10_complaint_count,primary_voice_usage_pattern_user,user_category
24/03/2025,IICDFAIBDCEEGDE,u-blox TOBY-R202,-,-,NSW,2793,70,75,64,88,75,50,-,100,100,-,-,100,52,80,81,0,100,0,62,100,100,100,240342_1,240336_2,-,-,-,-,-,-,-,-,67,74,-,-,-,-,-,-,-,-,79.17,20.83,-,-,-,-,-,-,-,-,80,78,-,-,-,-,-,-,-,-,55,90,-,-,-,-,-,-,-,-,100,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,0.02,Normal Data User,-,-,-,-,-,-,-,-,-,-,463,815,-,-,-,-,-,-,-,-,-,240342_1,240336_2,-,100,99,80,90,100,80,-,-,-,-,-,-,-,-,-,-,-,-,-,Woodstock,-,Manildra,-,-,-,-,-,-,-,Woodstock,Manildra,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,IFCGADCBIAB,Apple iPhone XS MAX (A2104),-,-,QLD,4870,70,66,72,88,75,50,-,100,100,-,-,100,51,71,85,0,100,0,70,100,100,100,447028_1,-,-,-,-,-,-,-,-,-,68,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,71,-,-,-,-,-,-,-,-,-,70,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,-,-,28.880000000000003,Normal Data User,-,-,-,-,-,-,-,-,-,-,4456,-,-,-,-,-,-,-,-,-,-,447028_1,-,-,50,100,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Kanimbla,-,-,-,-,-,-,-,-,-,Kanimbla,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GCIFIIIBCGFED,Apple iPhone 11 Pro (A2215),-,-,QLD,4737,70,66,67,92,83,65,-,100,100,-,-,100,48,71,68,1,100,1,40,95,100,100,404537_1,404579_1,404652_1,-,-,-,-,-,-,-,61,71,69,-,-,-,-,-,-,-,98.11,1.26,0.63,-,-,-,-,-,-,-,71,78,69,-,-,-,-,-,-,-,40,50,70,-,-,-,-,-,-,-,95,100,75,-,-,-,-,-,-,-,-,35,30,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,80,-,-,-,-,-,-,-,-,Zone2,-,-,56.28,Normal Data User,-,2,-,-,-,-,-,-,-,-,1604,3846,3359,-,-,-,-,-,-,-,-,404537_1,404652_1,404579_1,58,82,80,70,97,60,75,86,85,-,0.1,-,-,-,-,-,-,-,-,Sarina,-,Mackay,Mackay,-,-,-,-,-,-,Sarina,Mackay,Mackay,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GGJICJCAFJI,Xiaomi Redmi Note 9,-,-,QLD,4737,70,66,67,90,80,60,-,100,100,-,-,100,50,71,69,9,100,2,49,89,100,100,404537_1,404652_1,404579_1,-,-,-,-,-,-,-,61,69,71,-,-,-,-,-,-,-,68.7,29.26,2.04,-,-,-,-,-,-,-,71,69,78,-,-,-,-,-,-,-,40,70,50,-,-,-,-,-,-,-,95,75,100,-,-,-,-,-,-,-,-,30,35,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,80,-,-,-,-,-,-,-,Zone2,-,-,56.28,Normal Data User,-,-,2,-,-,-,-,-,-,-,1604,3359,3846,-,-,-,-,-,-,-,-,404537_1,404652_1,404579_1,58,82,80,70,97,60,75,86,85,-,-,0.1,-,-,-,-,-,-,-,Sarina,-,Mackay,Mackay,-,-,-,-,-,-,Sarina,Mackay,Mackay,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,JBIFIGIJFCFH,Guangdong CPH2643,-,-,QLD,4737,70,66,67,92,83,65,-,100,100,-,-,100,48,71,68,1,100,1,40,95,100,100,404537_1,404579_1,-,-,-,-,-,-,-,-,61,71,-,-,-,-,-,-,-,-,98.18,1.82,-,-,-,-,-,-,-,-,71,78,-,-,-,-,-,-,-,-,40,50,-,-,-,-,-,-,-,-,95,100,-,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,80,-,-,-,-,-,-,-,-,Zone2,-,-,56.28,Normal Data User,-,2,-,-,-,-,-,-,-,-,1604,3846,-,-,-,-,-,-,-,-,-,404537_1,404579_1,-,58,82,80,75,86,85,-,-,-,-,0.1,-,-,-,-,-,-,-,-,Sarina,-,Mackay,-,-,-,-,-,-,-,Sarina,Mackay,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,JBJEDBACABII,Samsung Galaxy S20 FE 5G,-,-,VIC,3922,70,69,80,82,63,25,-,100,100,-,-,100,57,80,79,28,100,0,65,92,100,100,303507_3,303115_2,-,-,-,-,-,-,-,-,73,73,-,-,-,-,-,-,-,-,66.67,33.33,-,-,-,-,-,-,-,-,81,79,-,-,-,-,-,-,-,-,65,65,-,-,-,-,-,-,-,-,90,95,-,-,-,-,-,-,-,-,30,25,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,-,-,24.81,Normal Data User,-,-,-,-,-,-,-,-,-,-,4855,5583,-,-,-,-,-,-,-,-,-,303507_3,303115_2,-,100,86,80,92,85,65,-,-,-,-,-,-,-,-,-,-,-,-,-,Phillip Island,-,Somers,-,-,-,-,-,-,-,Phillip Island,Somers,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GBEIAECCDAG,Samsung Galaxy S22 ULTRA,Small Handset Pln,-,QLD,4878,70,66,75,75,100,100,-,100,50,0,-,100,64,74,86,23,100,37,72,99,100,100,447056_3,404748_1,404531_1,404732_3,404502_2,404071_2,440354_3,404071_1,404546_1,404748_2,70,75,77,77,84,77,73,67,82,67,51.93,23.85,5.6,3.63,2.65,2.04,1.97,1.59,1.29,1.29,72,77,75,64,79,83,72,82,74,78,80,60,60,70,75,55,85,55,70,45,100,100,95,100,95,100,95,100,95,95,-,50,65,60,80,45,15,-,70,25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,100,100,80,80,-,-,-,-,80,Zone2,0.09,Normal Data User,47.89,Normal Data User,-,1,2,11,6,-,-,-,-,5,4358,7171,6610,11765,11823,4705,3308,1850,5343,9591,11,404071_1,404748_2,447056_3,90,91,80,71,88,80,60,100,60,-,0,0,0.1,0.1,-,-,-,-,0.1,Yorkeys Knob,Smithfield Heights,Smithfield Heights,Kuranda,Cairns North,Cairns,Trinity Beach,TRINITY BEACH,Trinity Beach,Palm Beach,Trinity Beach,Smithfield Heights,Yorkeys Knob,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,CAT 4
24/03/2025,IICDGAABCGIEHHF,Quectel EC21-E,-,-,NSW,2340,70,75,72,85,70,40,-,100,100,-,-,100,54,78,93,0,100,0,90,95,100,100,240327_2,-,-,-,-,-,-,-,-,-,73,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,-,90,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,1,Normal Data User,-,-,-,-,-,-,-,-,-,-,990,-,-,-,-,-,-,-,-,-,-,240327_2,-,-,90,100,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Piallamore,-,-,-,-,-,-,-,-,-,Piallamore,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GDJCBIICADAH,Realme RMX1971,-,-,VIC,3441,70,69,78,82,63,25,-,100,100,-,-,100,58,76,79,33,100,0,70,88,100,100,303621_1,338016_1,-,-,-,-,-,-,-,-,68,78,-,-,-,-,-,-,-,-,50,50,-,-,-,-,-,-,-,-,80,71,-,-,-,-,-,-,-,-,60,80,-,-,-,-,-,-,-,-,80,95,-,-,-,-,-,-,-,-,20,45,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,-,-,17,Normal Data User,-,-,-,-,-,-,-,-,-,-,12120,7636,-,-,-,-,-,-,-,-,-,303621_1,338016_1,-,100,80,63,60,99,60,-,-,-,-,-,-,-,-,-,-,-,-,-,Mt Macedon,-,Malmsbury,-,-,-,-,-,-,-,Mt Macedon,Malmsbury,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,BFGGIIIFEFB,Samsung Galaxy Tab A 8.4,-,-,QLD,4104,70,66,74,88,75,50,-,100,100,-,-,100,52,79,80,0,100,0,60,100,100,100,477096_1,-,-,-,-,-,-,-,-,-,68,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,79,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone1,-,-,345.41,Normal Data User,-,-,-,-,-,-,-,-,-,-,9540,-,-,-,-,-,-,-,-,-,-,477096_1,-,-,90,89,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yeronga,-,-,-,-,-,-,-,-,-,Yeronga,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GGGBEGEFGDH,HUAWEI nova 9,-,-,QLD,4737,70,66,67,89,78,55,-,100,100,-,-,100,50,71,69,6,100,6,44,93,100,100,404537_1,404652_1,404579_1,440159_2,-,-,-,-,-,-,61,69,71,65,-,-,-,-,-,-,81.07,10.77,8.09,0.06,-,-,-,-,-,-,71,69,78,74,-,-,-,-,-,-,40,70,50,55,-,-,-,-,-,-,95,75,100,95,-,-,-,-,-,-,-,30,35,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,80,-,-,-,-,-,-,-,Zone2,-,-,56.28,Normal Data User,-,-,2,-,-,-,-,-,-,-,1604,3359,3846,498,-,-,-,-,-,-,-,404537_1,440159_2,404652_1,58,82,80,80,98,40,70,97,60,-,-,0.1,-,-,-,-,-,-,-,Sarina,-,Mackay,Mackay,Slade Point,-,-,-,-,-,Sarina,Slade Point,Mackay,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,IGBIGACDBIBBJ,Unknown,-,-,VIC,3922,70,69,80,82,63,25,-,100,100,-,-,100,58,81,78,30,100,0,65,90,100,100,303507_3,-,-,-,-,-,-,-,-,-,73,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,81,-,-,-,-,-,-,-,-,-,65,-,-,-,-,-,-,-,-,-,90,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,-,-,24.81,Normal Data User,-,-,-,-,-,-,-,-,-,-,4855,-,-,-,-,-,-,-,-,-,-,303507_3,-,-,100,86,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Phillip Island,-,-,-,-,-,-,-,-,-,Phillip Island,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,JBICIBIFADAC,Apple iPhone 15 Pro (A3102),-,-,WA,6420,70,69,78,88,75,50,-,100,100,-,-,100,51,78,78,0,100,0,75,80,100,100,640109_2,-,-,-,-,-,-,-,-,-,67,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,1.54,Normal Data User,-,-,-,-,-,-,-,-,-,-,430,-,-,-,-,-,-,-,-,-,-,640109_2,-,-,100,99,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Burracoppin,-,-,-,-,-,-,-,-,-,Burracoppin,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,JBIBBDIBFBFB,Samsung Galaxy A13 5G,-,-,QLD,4550,70,66,88,90,80,60,-,100,100,-,-,100,49,64,83,0,100,0,70,95,100,100,440019_3,404333_3,-,-,-,-,-,-,-,-,66,75,-,-,-,-,-,-,-,-,99.86,0.14,-,-,-,-,-,-,-,-,64,83,-,-,-,-,-,-,-,-,70,70,-,-,-,-,-,-,-,-,95,95,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone2,-,-,49.28,Normal Data User,-,-,-,-,-,-,-,-,-,-,2692,13106,-,-,-,-,-,-,-,-,-,440019_3,404333_3,-,20,100,80,95,90,80,-,-,-,-,-,-,-,-,-,-,-,-,-,Landsborough,-,Meridian Hill,-,-,-,-,-,-,-,Landsborough,Meridian Hill,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GBECFHECAIA,Huawei ALT-AL10,-,-,VIC,3144,70,69,81,57,63,25,-,100,50,0,-,100,82,75,75,60,100,100,50,100,100,100,303272_2,-,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,Zone1,-,-,549.48,Heavy Data User,6,-,-,-,-,-,-,-,-,-,25967,-,-,-,-,-,-,-,-,-,0,303272_2,-,-,68,89,68,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,Malvern,-,-,-,-,-,-,-,-,-,Malvern,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GECJACAEBGFB,Apple iPhone 14 (A2882),-,-,NSW,2866,70,75,58,85,70,40,-,100,100,-,-,100,55,79,91,7,100,0,85,97,100,100,240334_3,240335_3,-,-,-,-,-,-,-,-,74,73,-,-,-,-,-,-,-,-,66.67,33.33,-,-,-,-,-,-,-,-,78,81,-,-,-,-,-,-,-,-,90,75,-,-,-,-,-,-,-,-,95,100,-,-,-,-,-,-,-,-,5,10,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,4.8500000000000005,Normal Data User,-,-,-,-,-,-,-,-,-,-,362,486,-,-,-,-,-,-,-,-,-,240335_3,240334_3,-,100,98,80,80,100,100,-,-,-,-,-,-,-,-,-,-,-,-,-,Cumnock,-,Molong,-,-,-,-,-,-,-,Molong,Cumnock,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GBEGJDEFFCI,Guangdong OPPO A17,-,-,VIC,3030,70,69,72,75,100,100,-,100,50,0,-,100,65,77,80,58,100,8,60,100,100,100,303230_1,303707_3,338702_1,-,-,-,-,-,-,-,79,85,74,-,-,-,-,-,-,-,81.92,10.17,7.91,-,-,-,-,-,-,-,78,78,68,-,-,-,-,-,-,-,60,65,50,-,-,-,-,-,-,-,100,100,100,-,-,-,-,-,-,-,55,80,60,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,100,-,-,-,-,-,-,-,Zone1,-,-,178.5,Normal Data User,-,-,4,-,-,-,-,-,-,-,25851,35523,25920,-,-,-,-,-,-,-,2,338702_1,303230_1,-,32,85,80,84,89,68,-,-,-,-,-,0,-,-,-,-,-,-,-,Werribee,-,Werribee,Cocoroc,-,-,-,-,-,-,Cocoroc,Werribee,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,IGBFFFDDGBGHG,Apple iPhone 13 (A2634),-,-,WA,6258,70,69,63,88,75,50,-,100,100,-,-,100,51,78,75,0,100,0,60,90,100,100,640105_3,-,-,-,-,-,-,-,-,-,66,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,90,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,8.120000000000001,Normal Data User,-,-,-,-,-,-,-,-,-,-,328,-,-,-,-,-,-,-,-,-,-,640105_3,-,-,90,98,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Quinninup,-,-,-,-,-,-,-,-,-,Quinninup,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,EGHBJBABFHFABFH,THALES Cinterion ELS61-AUS,-,-,NT,835,70,90,87,84,68,35,-,100,100,-,-,100,55,83,81,3,100,6,66,95,100,100,505708_1,558307_1,558309_1,-,-,-,-,-,-,-,69,78,69,-,-,-,-,-,-,-,92.77,6.02,1.2,-,-,-,-,-,-,-,83,78,79,-,-,-,-,-,-,-,65,75,70,-,-,-,-,-,-,-,95,95,95,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,100,-,-,-,-,-,-,-,-,Zone2,-,-,34.75,Normal Data User,-,1,-,-,-,-,-,-,-,-,404,2583,912,-,-,-,-,-,-,-,-,505708_1,558309_1,558307_1,100,81,78,90,100,80,90,100,80,-,0,-,-,-,-,-,-,-,-,Howard Springs,-,Howard Springs,Howard Springs,-,-,-,-,-,-,Howard Springs,Howard Springs,Howard Springs,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GHFHCJDGGGA,Apple iPhone 12 (A2403),-,-,QLD,4402,70,66,77,90,80,60,-,100,100,-,-,100,50,76,73,0,100,0,55,90,100,100,440246_1,-,-,-,-,-,-,-,-,-,64,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,76,-,-,-,-,-,-,-,-,-,55,-,-,-,-,-,-,-,-,-,90,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,-,-,-,-,-,-,-,-,-,Zone3,-,-,18.68,Normal Data User,-,-,-,-,-,-,-,-,-,-,937,-,-,-,-,-,-,-,-,-,-,440246_1,-,-,80,99,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cooyar,-,-,-,-,-,-,-,-,-,Cooyar,-,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,IEJIBGAJHIA,Apple iPhone 11 Pro Max (A2218),-,-,QLD,4737,70,66,67,92,83,65,-,100,100,-,-,100,48,71,68,0,100,1,40,95,100,100,404537_1,404579_1,-,-,-,-,-,-,-,-,61,71,-,-,-,-,-,-,-,-,99.13,0.87,-,-,-,-,-,-,-,-,71,78,-,-,-,-,-,-,-,-,40,50,-,-,-,-,-,-,-,-,95,100,-,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,80,-,-,-,-,-,-,-,-,Zone2,-,-,56.28,Normal Data User,-,2,-,-,-,-,-,-,-,-,1604,3846,-,-,-,-,-,-,-,-,-,404537_1,404579_1,-,58,82,80,75,86,85,-,-,-,-,0.1,-,-,-,-,-,-,-,-,Sarina,-,Mackay,-,-,-,-,-,-,-,Sarina,Mackay,-,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GBEDDCEDBJJ,Samsung Galaxy S23 ULTRA,$49 Small Pln,-,VIC,3805,70,69,77,70,90,80,-,100,50,0,-,100,70,73,86,41,97,54,72,100,93,100,338571_2,338837_3,303599_2,338582_2,303238_3,303196_2,340032_1,303140_1,338090_2,338026_3,74,76,76,79,74,77,79,78,79,74,44.4,32.29,8.62,3.3,2.02,1.47,1.28,1.1,0.92,0.55,76,72,68,69,75,70,74,69,75,64,70,80,55,75,60,65,65,55,55,70,100,100,100,100,95,100,100,100,100,95,25,50,65,60,50,60,65,75,75,50,100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,-,100,100,100,100,100,100,100,100,100,Zone1,0,Normal Data User,1.68,Normal Data User,-,2,19,3,4,3,7,9,4,3,16345,42167,53876,28119,62497,73138,45147,75744,30327,57639,70,338571_2,303238_3,338026_3,70,100,60,61,88,80,30,100,60,-,0,0,0,0,0,0,0,0,0,Narre Warren South,Officer,Berwick,Berwick,Hampton Park,Berwick,Narre Warren,NARRE WARREN SOUTH,Endeavour Hills,Berwick,Narre Warren South,Berwick,Officer,-,-,1,-,-,-,-,-,-,-,-,Heavy Voice User,CAT 1
24/03/2025,GGJIIHHAIAE,Apple iPhone 7 (A1778),-,-,QLD,4737,70,66,67,90,80,60,-,100,100,-,-,100,49,71,68,2,100,4,41,95,100,100,404537_1,404579_1,404652_1,-,-,-,-,-,-,-,61,71,69,-,-,-,-,-,-,-,94.3,4.39,1.32,-,-,-,-,-,-,-,71,78,69,-,-,-,-,-,-,-,40,50,70,-,-,-,-,-,-,-,95,100,75,-,-,-,-,-,-,-,-,35,30,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,80,-,-,-,-,-,-,-,-,Zone2,-,-,56.28,Normal Data User,-,2,-,-,-,-,-,-,-,-,1604,3846,3359,-,-,-,-,-,-,-,-,404537_1,404652_1,404579_1,58,82,80,70,97,60,75,86,85,-,0.1,-,-,-,-,-,-,-,-,Sarina,-,Mackay,Mackay,-,-,-,-,-,-,Sarina,Mackay,Mackay,-,-,-,-,-,-,-,-,-,-,-,Normal Voice User,-
24/03/2025,GBEFHACBJEG,Samsung Galaxy Z Flip5,-,-,QLD,4114,70,66,77,63,33,55,-,10,93,85,-,100,77,69,84,65,79,86,69,99,58,99,404032_1,404032_3,440161_2,404932_2,404769_3,404302_1,404303_3,447068_1,404931_2,447076_1,67,72,78,79,81,78,78,83,83,80,9.75,9.52,4.04,2.7,2.46,1.82,1.82,1.82,1.59,1.51,67,69,71,83,64,67,72,69,69,69,60,75,70,45,90,65,60,75,90,75,100,100,95,95,95,100,100,100,100,100,65,60,65,70,55,70,70,80,65,65,100,100,100,100,100,80,100,100,100,100,10,30,100,100,100,100,100,100,100,100,100,100,100,-,-,100,100,100,100,100,Zone1,-,-,935.93,Heavy Data User,9,4,5,-,-,9,7,1,2,1,20657,27206,67331,1327,26985,75845,44103,9780,50629,56514,129,404032_1,404032_3,440161_2,30,90,69,43,86,65,49,90,69,0,0,0,-,-,0,0,0,0,0,Woodridge,Yatala,Woodridge,Stapylton,Pimpama,Kingston,Mt Warren Park,Pimpama,Bundamba,Ormeau,Woodridge,Woodridge,Stapylton,"['Speed or Connectivity Issues', 'Internet Speed or Connection Issue']",26,10,-,-,-,1,-,-,-,-,Heavy Voice User,-
